timestamp,open,high,low,close,volume
2025-01-03,157.3770,157.4910,156.8700,157.3170,0
2025-01-02,157.3620,157.4810,157.0280,157.3620,0
2025-01-01,157.7190,157.7650,156.4490,157.7190,0
2024-12-30,156.9950,157.4100,156.0430,156.9950,0
2024-12-29,157.8730,158.0590,156.6680,157.8730,0
2024-12-26,157.7480,157.9150,157.3520,157.7480,0
2024-12-25,157.1330,158.0750,157.0800,157.1330,0
2024-12-24,157.1070,157.8610,146.2020,157.1070,0
2024-12-23,157.1650,157.3770,156.9000,157.1650,0
2024-12-22,156.5330,157.2600,156.3360,156.5330,0
2024-12-19,157.6440,157.8730,156.1030,157.6440,0
2024-12-18,154.6730,157.7910,154.4630,154.6730,0
2024-12-17,153.5720,154.0730,153.3380,153.5720,0
2024-12-16,154.0860,154.3280,153.4000,154.0860,0
2024-12-15,153.4530,154.4740,153.3260,153.4530,0
2024-12-12,152.5870,153.7710,152.6000,152.5870,0
2024-12-11,152.2450,152.7680,151.8360,152.2450,0
2024-12-10,151.8070,152.7700,151.1980,151.8070,0
2024-12-09,151.4080,152.1670,150.9110,151.4080,0
2024-12-08,149.9310,151.2490,149.6970,150.0300,0
2024-12-05,150.2070,150.6830,149.4200,150.2070,0
2024-12-04,150.5670,150.6840,149.6650,150.5670,0
2024-12-03,149.6470,151.2170,149.5370,149.6470,0
2024-12-02,149.5080,150.2150,148.6510,149.5080,0
2024-12-01,149.8160,150.7400,149.1180,149.8980,0
2024-11-28,151.1740,151.1850,149.5900,151.1740,0
2024-11-27,151.3360,151.9410,151.2890,151.3360,0
2024-11-26,153.0090,153.0070,150.5270,153.0090,0
2024-11-25,154.3780,154.3740,153.0250,154.3780,0
2024-11-24,154.1460,154.6960,153.5500,154.1460,0
2024-11-21,154.2180,154.9790,153.9750,154.2180,0
2024-11-20,155.2950,155.2700,153.9520,155.2950,0
2024-11-19,154.7180,155.8720,154.6120,154.7180,0
2024-11-18,154.6170,154.6450,153.3970,154.6170,0
2024-11-17,154.6640,155.3400,153.8640,154.6640,0
2024-11-14,156.4680,156.7460,154.5300,156.4680,0
2024-11-13,155.4290,156.2380,155.4260,155.4290,0
2024-11-12,154.6550,155.2920,154.3500,154.6550,0
2024-11-11,153.4800,154.7600,153.4110,153.4800,0
2024-11-10,152.9040,153.9440,152.8700,152.9040,0
2024-11-07,153.1800,153.3530,152.1710,153.1800,0
2024-11-06,154.3200,154.7020,152.8610,154.3200,0
2024-11-05,151.4350,154.6500,151.3430,151.4350,0
2024-11-04,152.2760,152.5310,151.7960,152.2760,0
2024-11-03,152.2870,152.2850,151.5510,152.2870,0
2024-10-31,151.9800,153.0020,151.8350,151.9800,0
2024-10-30,153.2040,153.5560,151.9220,153.2040,0
2024-10-29,153.2740,153.4720,152.8000,153.2740,0
