timestamp,open,high,low,close,volume
2025-01-03,0.9120,0.9125,0.9080,0.9087,0
2025-01-02,0.9120,0.9124,0.9081,0.9120,0
2025-01-01,0.9078,0.9136,0.9039,0.9078,0
2024-12-30,0.9032,0.9069,0.9023,0.9032,0
2024-12-29,0.9018,0.9072,0.9009,0.9018,0
2024-12-26,0.8989,0.9019,0.8988,0.8989,0
2024-12-25,0.8994,0.9010,0.8991,0.8994,0
2024-12-24,0.9003,0.9106,0.8834,0.9003,0
2024-12-23,0.8985,0.9010,0.8982,0.8985,0
2024-12-22,0.8931,0.9001,0.8926,0.8931,0
2024-12-19,0.8990,0.8989,0.8924,0.8990,0
2024-12-18,0.9017,0.9015,0.8951,0.9017,0
2024-12-17,0.8925,0.8945,0.8916,0.8925,0
2024-12-16,0.8940,0.8974,0.8928,0.8940,0
2024-12-15,0.8917,0.8949,0.8898,0.8917,0
2024-12-12,0.8920,0.8945,0.8914,0.8920,0
2024-12-11,0.8832,0.8901,0.8815,0.8832,0
2024-12-10,0.8825,0.8854,0.8813,0.8825,0
2024-12-09,0.8786,0.8828,0.8768,0.8786,0
2024-12-08,0.8787,0.8803,0.8757,0.8787,0
2024-12-05,0.8784,0.8796,0.8740,0.8784,0
2024-12-04,0.8838,0.8852,0.8788,0.8838,0
2024-12-03,0.8864,0.8879,0.8826,0.8864,0
2024-12-02,0.8863,0.8888,0.8830,0.8863,0
2024-12-01,0.8820,0.8888,0.8820,0.8820,0
2024-11-28,0.8823,0.8827,0.8796,0.8823,0
2024-11-27,0.8820,0.8848,0.8824,0.8820,0
2024-11-26,0.8863,0.8862,0.8799,0.8863,0
2024-11-25,0.8888,0.8893,0.8840,0.8888,0
2024-11-24,0.8905,0.8916,0.8849,0.8905,0
2024-11-21,0.8869,0.8955,0.8852,0.8869,0
2024-11-20,0.8837,0.8869,0.8819,0.8837,0
2024-11-19,0.8821,0.8862,0.8817,0.8821,0
2024-11-18,0.8832,0.8842,0.8802,0.8832,0
2024-11-17,0.8887,0.8885,0.8848,0.8887,0
2024-11-14,0.8904,0.8906,0.8866,0.8904,0
2024-11-13,0.8858,0.8908,0.8854,0.8858,0
2024-11-12,0.8822,0.8850,0.8802,0.8822,0
2024-11-11,0.8803,0.8830,0.8802,0.8803,0
2024-11-10,0.8760,0.8807,0.8756,0.8760,0
2024-11-07,0.8728,0.8755,0.8700,0.8728,0
2024-11-06,0.8757,0.8774,0.8709,0.8757,0
2024-11-05,0.8624,0.8772,0.8619,0.8624,0
2024-11-04,0.8642,0.8645,0.8614,0.8642,0
2024-11-03,0.8676,0.8676,0.8615,0.8676,0
2024-10-31,0.8635,0.8705,0.8632,0.8635,0
