timestamp,open,high,low,close,volume
2025-01-03,0.6202,0.6225,0.6198,0.6216,0
2025-01-02,0.6202,0.6225,0.6198,0.6201,0
2025-01-01,0.6196,0.6223,0.6189,0.6194,0
2024-12-30,0.6219,0.6232,0.6182,0.6220,0
2024-12-29,0.6224,0.6247,0.6203,0.6225,0
2024-12-26,0.6224,0.6227,0.6201,0.6223,0
2024-12-25,0.6246,0.6256,0.6216,0.6245,0
2024-12-24,0.6240,0.6647,0.6230,0.6239,0
2024-12-23,0.6244,0.6249,0.6225,0.6245,0
2024-12-22,0.6254,0.6266,0.6220,0.6253,0
2024-12-19,0.6233,0.6267,0.6215,0.6234,0
2024-12-18,0.6208,0.6265,0.6201,0.6206,0
2024-12-17,0.6338,0.6340,0.6300,0.6341,0
2024-12-16,0.6377,0.6381,0.6333,0.6376,0
2024-12-15,0.6368,0.6385,0.6347,0.6367,0
2024-12-12,0.6369,0.6383,0.6352,0.6375,0
2024-12-11,0.6383,0.6429,0.6369,0.6384,0
2024-12-10,0.6376,0.6389,0.6338,0.6376,0
2024-12-09,0.6437,0.6439,0.6366,0.6438,0
2024-12-08,0.6397,0.6472,0.6381,0.6400,0
2024-12-05,0.6450,0.6450,0.6380,0.6450,0
2024-12-04,0.6432,0.6453,0.6423,0.6433,0
2024-12-03,0.6485,0.6490,0.6401,0.6486,0
2024-12-02,0.6475,0.6505,0.6457,0.6475,0
2024-12-01,0.6502,0.6511,0.6444,0.6502,0
2024-11-28,0.6507,0.6527,0.6497,0.6507,0
2024-11-27,0.6497,0.6509,0.6478,0.6497,0
2024-11-26,0.6475,0.6499,0.6466,0.6475,0
2024-11-25,0.6464,0.6507,0.6435,0.6464,0
2024-11-24,0.6540,0.6549,0.6488,0.6540,0
2024-11-21,0.6510,0.6522,0.6474,0.6510,0
2024-11-20,0.6514,0.6535,0.6499,0.6514,0
2024-11-19,0.6542,0.6546,0.6485,0.6542,0
2024-11-18,0.6506,0.6527,0.6484,0.6506,0
2024-11-17,0.6463,0.6499,0.6449,0.6463,0
2024-11-14,0.6455,0.6482,0.6444,0.6455,0
2024-11-13,0.6493,0.6498,0.6454,0.6493,0
2024-11-12,0.6529,0.6544,0.6482,0.6529,0
2024-11-11,0.6578,0.6579,0.6521,0.6578,0
2024-11-10,0.6585,0.6598,0.6566,0.6585,0
2024-11-07,0.6677,0.6677,0.6571,0.6677,0
2024-11-06,0.6567,0.6688,0.6565,0.6567,0
2024-11-05,0.6641,0.6643,0.6515,0.6641,0
2024-11-04,0.6584,0.6643,0.6580,0.6584,0
2024-11-03,0.6592,0.6619,0.6581,0.6592,0
2024-10-31,0.6577,0.6591,0.6558,0.6577,0
2024-10-30,0.6573,0.6580,0.6540,0.6573,0
2024-10-29,0.6563,0.6595,0.6537,0.6563,0
2024-10-28,0.6583,0.6586,0.6546,0.6583,0
2024-10-27,0.6603,0.6611,0.6580,0.6603,0
2024-10-24,0.6637,0.6647,0.6620,0.6637,0
2024-10-23,0.6636,0.6662,0.6623,0.6636,0
2024-10-22,0.6686,0.6693,0.6629,0.6686,0
2024-10-21,0.6653,0.6695,0.6652,0.6653,0
2024-10-20,0.6717,0.6723,0.6656,0.6717,0
2024-10-17,0.6700,0.6719,0.6695,0.6700,0
2024-10-16,0.6665,0.6711,0.6664,0.6665,0
2024-10-15,0.6682,0.6701,0.6660,0.6682,0
2024-10-14,0.6726,0.6733,0.6702,0.6726,0
2024-10-13,0.6731,0.6746,0.6703,0.6731,0
2024-10-10,0.6741,0.6759,0.6725,0.6741,0
2024-10-09,0.6717,0.6742,0.6714,0.6717,0
2024-10-08,0.6740,0.6761,0.6708,0.6740,0
2024-10-07,0.6756,0.6770,0.6718,0.6756,0
2024-10-06,0.6801,0.6812,0.6759,0.6801,0
2024-10-03,0.6850,0.6852,0.6788,0.6850,0
2024-10-02,0.6887,0.6888,0.6831,0.6887,0
2024-10-01,0.6880,0.6916,0.6876,0.6880,0
2024-09-30,0.6916,0.6934,0.6872,0.6916,0
2024-09-29,0.6919,0.6941,0.6914,0.6919,0
2024-09-26,0.6893,0.6939,0.6869,0.6893,0
2024-09-25,0.6822,0.6905,0.6819,0.6822,0
2024-09-24,0.6905,0.6908,0.6835,0.6905,0
2024-09-23,0.6834,0.6878,0.6816,0.6834,0
2024-09-22,0.6810,0.6854,0.6802,0.6810,0
2024-09-19,0.6810,0.6831,0.6783,0.6810,0
2024-09-18,0.6764,0.6840,0.6741,0.6764,0
2024-09-17,0.6763,0.6790,0.6750,0.6763,0
2024-09-16,0.6752,0.6770,0.6742,0.6752,0
2024-09-15,0.6714,0.6749,0.6707,0.6714,0
2024-09-12,0.6727,0.6733,0.6693,0.6727,0
2024-09-11,0.6677,0.6700,0.6661,0.6677,0
2024-09-10,0.6653,0.6675,0.6623,0.6653,0
2024-09-09,0.6658,0.6676,0.6642,0.6658,0
2024-09-08,0.6671,0.6689,0.6648,0.6671,0
2024-09-05,0.6741,0.6766,0.6673,0.6741,0
2024-09-04,0.6716,0.6741,0.6714,0.6716,0
2024-09-03,0.6714,0.6748,0.6687,0.6714,0
2024-09-02,0.6787,0.6794,0.6713,0.6787,0
2024-09-01,0.6768,0.6795,0.6758,0.6768,0
2024-08-29,0.6796,0.6816,0.6759,0.6796,0
2024-08-28,0.6783,0.6825,0.6784,0.6783,0
2024-08-27,0.6788,0.6812,0.6771,0.6788,0
2024-08-26,0.6773,0.6792,0.6762,0.6773,0
2024-08-25,0.6788,0.6797,0.6767,0.6788,0
2024-08-22,0.6708,0.6791,0.6706,0.6708,0
2024-08-21,0.6750,0.6754,0.6700,0.6750,0
2024-08-20,0.6747,0.6757,0.6733,0.6747,0
2024-08-19,0.6735,0.6748,0.6714,0.6735,0
2024-08-18,0.6673,0.6723,0.6673,0.6673,0
