timestamp,open,high,low,close,volume
2025-01-03,140.0100,144.9000,139.7300,144.4700,220697974
2025-01-02,136.0000,138.8800,134.6300,138.3100,198247166
2024-12-31,138.0300,138.0700,133.8300,134.2900,155659211
2024-12-30,134.8300,140.2700,134.0200,137.4900,167734700
2024-12-27,138.5500,139.0200,134.7100,137.0100,170582603
2024-12-26,139.7000,140.8500,137.7300,139.9300,116519090
2024-12-24,140.0000,141.9000,138.6500,140.2200,105156989
2024-12-23,136.2800,139.7900,135.1201,139.6700,176053506
2024-12-20,129.8100,135.2800,128.2200,134.7000,306528553
2024-12-19,131.7600,134.0300,129.5500,130.6800,209719210
2024-12-18,133.8600,136.7000,128.2800,128.9100,277444533
2024-12-17,129.0900,131.5900,126.8600,130.3900,259410263
2024-12-16,134.1800,134.4000,130.4200,132.0000,237951130
2024-12-13,138.9400,139.6000,132.5400,134.2500,231514881
2024-12-12,137.0800,138.4400,135.8000,137.3400,159211393
2024-12-11,137.3600,140.1700,135.2100,139.3100,184905192
2024-12-10,139.0100,141.8200,133.7900,135.0700,210020888
2024-12-09,138.9700,139.9500,137.1300,138.8100,189308625
2024-12-06,144.6000,145.7000,141.3100,142.4400,188505573
2024-12-05,145.1100,146.5400,143.9500,145.0600,172621180
2024-12-04,141.9950,145.7900,140.2900,145.1400,231224295
2024-12-03,138.2600,140.5400,137.9500,140.2600,164413965
2024-12-02,138.8300,140.4500,137.8250,138.6300,171682777
2024-11-29,136.7800,139.3500,136.0500,138.2500,141863156
2024-11-27,135.0100,137.2200,131.8000,135.3400,226370912
2024-11-26,137.7000,139.3000,135.6700,136.9200,190287654
2024-11-25,141.9900,142.0500,135.8200,136.0200,344941875
2024-11-22,145.9300,147.1600,141.1000,141.9500,236406154
2024-11-21,149.3500,152.8900,140.7000,146.6700,400946570
2024-11-20,147.4100,147.5600,142.7300,145.8900,309871654
2024-11-19,141.3200,147.1300,140.9900,147.0100,227834912
2024-11-18,139.5000,141.5500,137.1500,140.1500,221865993
2024-11-15,144.8700,145.2400,140.0800,141.9800,250132869
2024-11-14,147.6400,149.0000,145.5500,146.7600,194463301
2024-11-13,149.0700,149.3300,145.9000,146.2700,191903267
2024-11-12,146.7800,149.6500,146.0100,148.2900,198634738
2024-11-11,148.6800,148.8500,143.5700,145.2600,182325620
2024-11-08,148.7700,149.7700,146.2600,147.6300,175665830
2024-11-07,146.3900,148.9300,146.1700,148.8800,207323303
2024-11-06,142.9600,146.4900,141.9600,145.6100,242043945
2024-11-05,137.4500,140.3701,137.3300,139.9100,160537373
2024-11-04,137.2100,138.9600,135.5700,136.0500,187528173
2024-11-01,134.7000,137.3100,134.5700,135.4000,207127838
2024-10-31,137.6000,137.6100,132.1106,132.7600,270039641
2024-10-30,139.5400,140.3300,136.8100,139.3350,179418082
2024-10-29,140.2850,142.2598,138.9000,141.2500,157593634
2024-10-28,143.0000,143.1400,140.0500,140.5200,173586745
2024-10-25,140.9300,144.1300,140.8000,141.5400,205122109
2024-10-24,140.8200,141.3500,138.4600,140.4100,172354888
2024-10-23,142.0300,142.4300,137.4600,139.5600,285930038
2024-10-22,142.9100,144.4200,141.7800,143.5900,226311589
2024-10-21,138.1300,143.7100,138.0000,143.7100,264554514
2024-10-18,138.6650,138.9000,137.2800,138.0000,176090184
2024-10-17,139.3400,140.8900,136.8700,136.9300,306435921
2024-10-16,133.9800,136.6200,131.5800,135.7200,264879720
2024-10-15,137.8700,138.5700,128.7400,131.6000,377831021
2024-10-14,136.4700,139.6000,136.3000,138.0700,232347668
2024-10-11,134.0100,135.7800,133.6600,134.8000,170209474
2024-10-10,131.9100,135.0000,131.0000,134.8100,242311337
2024-10-09,134.1100,134.5200,131.3800,132.6500,246191612
2024-10-08,130.2600,133.4800,129.4200,132.8900,285722485
2024-10-07,124.9900,130.6400,124.9500,127.7200,346250233
2024-10-04,124.9400,125.0400,121.8300,124.9200,244465552
2024-10-03,120.9200,124.3600,120.3401,122.8500,277117973
2024-10-02,116.4400,119.3800,115.1400,118.8500,221845887
2024-10-01,121.7650,122.4351,115.7900,117.0000,302094485
2024-09-30,118.3100,121.5000,118.1500,121.4400,227053651
2024-09-27,123.9700,124.0300,119.2600,121.4000,271009175
2024-09-26,126.8000,127.6650,121.8000,124.0400,302582868
2024-09-25,122.0200,124.9400,121.6100,123.5100,284692948
2024-09-24,116.5150,121.8000,115.3800,120.8700,354966772
2024-09-23,116.5500,116.9900,114.8600,116.2600,206228490
2024-09-20,117.0600,118.6181,115.3901,116.0000,382462428
2024-09-19,117.3500,119.6600,117.2500,117.8700,293506438
2024-09-18,115.8900,117.7000,113.2200,113.3700,310318937
2024-09-17,118.1700,118.8000,114.8300,115.5900,231925876
2024-09-16,116.7900,118.1800,114.3600,116.7800,248772308
2024-09-13,119.0800,119.9550,117.6000,119.1000,238358328
2024-09-12,116.8400,120.7900,115.3800,119.1400,367100496
2024-09-11,109.3900,117.1900,107.4200,116.9100,441422370
2024-09-10,107.8100,109.4000,104.9500,108.1000,268283736
2024-09-09,104.8800,106.5500,103.6900,106.4700,273912015
2024-09-06,108.0400,108.1500,100.9500,102.8300,413638098
2024-09-05,104.9850,109.6500,104.7600,107.2100,306850696
2024-09-04,105.4100,113.2700,104.1200,106.2100,368378810
2024-09-03,116.0100,116.2100,107.2900,108.0000,477155100
2024-08-30,119.5300,121.7500,117.2200,119.3700,333751583
2024-08-29,121.3550,124.4300,116.7100,117.5900,453023305
2024-08-28,128.1200,128.3300,122.6400,125.6100,448101115
2024-08-27,125.0500,129.2000,123.8800,128.3000,303134573
2024-08-26,129.5700,131.2600,124.3700,126.4600,331964672
2024-08-23,125.8600,129.6000,125.2200,129.3700,323230332
2024-08-22,130.0200,130.7500,123.1000,123.7400,376189076
2024-08-21,127.3150,129.3500,126.6600,128.5000,257883572
2024-08-20,128.4000,129.8800,125.8900,127.2500,300087415
2024-08-19,124.2800,130.0000,123.4200,130.0000,318333577
2024-08-16,121.9400,125.0000,121.1800,124.5800,302589872
2024-08-15,118.7600,123.2400,117.4700,122.8600,318086673
2024-08-14,118.5300,118.6000,114.0700,118.0800,339246407
2024-08-13,112.4400,116.2300,111.5800,116.1400,312646660
